순위,단어,품사,풀이,등급
5403.0,젖,명,,C
1466.0,젖다01,동,,B
2809.0,제거하다,동,除去-,C
4236.0,제공04,명,提供,C
1440.0,제공하다02,동,提供-,B
36191.0,제과점,명,製菓店,C
619.0,제대로,부,,B
7909.0,제대하다,동,除隊-,C
5549.0,제도적,명,制度的,C
1524.0,제목02,명,題目,B
3547.0,제발01,부,,B
3162.0,제법01,부,,B
4017.0,제비02,명,동물,C
1932.0,제사07,명,祭祀,C
8539.0,제삿날,명,祭祀-,C
4833.0,제시02,명,提示,C
3659.0,제시되다,동,提示-,C
932.0,제시하다01,동,提示-,C
4018.0,제안02,명,提案,C
4019.0,제안하다02,동,提案-,C
3088.0,제약01,명,制約,C
4834.0,제외되다,동,除外-,C
1467.0,제외하다,동,除外-,C
3498.0,제의04,명,提議,C
5667.0,제의하다,동,提議-,C
733.0,제일04,명,第一,A
2032.0,제자01,명,弟子,C
4160.0,제자리,명,,C
2221.0,제작02,명,製作,C
3249.0,제작하다02,동,製作-,C
,제주도,고,濟州島,A
7366.0,제출02,명,提出,C
2976.0,제출하다02,동,提出-,B
516.0,제품02,명,製品,B
2222.0,제한01,명,制限,B
3603.0,제한되다,동,制限-,C
3436.0,제한하다,동,制限-,C
1726.0,조13,의,條,C
6303.0,조15,의,組,C
6680.0,조15,명,組,C
3049.0,조각01,명,얼음 ~,C
2907.0,조각05,명,彫刻,B
5812.0,조개01,명,동물,C
468.0,조건02,명,條件,B
5142.0,조그마하다,형,,C
2324.0,조그맣다,형,,B
738.0,조금01,부,,A
663.0,조금01,명,,A
1735.0,조금씩,부,,B
5277.0,조기05,명,早期,C
7116.0,조깅,명,jogging,C
5406.0,조르다02,동,요구하다,C
5668.0,조명06,명,照明,C
1736.0,조미료,명,調味料,C
336.0,조사30,명,調査,B
885.0,조사하다12,동,調査-,B
1583.0,조상07,명,祖上,B
,조선05,고,朝鮮,C
2977.0,조심스럽다,형,操心-,B
2666.0,조심하다02,동,操心-,B
2610.0,조용하다01,형,,A
2047.0,조용히,부,,B
5551.0,조절02,명,調節,C
3837.0,조절하다02,동,調節-,C
3838.0,조정09,명,調整,C
5971.0,조정하다06,동,調整-,C
683.0,조직,명,組織,C
4835.0,조카,명,,B
5669.0,조화되다,동,調和-,C
5278.0,존경하다,동,尊敬-,C
9778.0,존댓말,명,尊待-,B
510.0,존재,명,存在,C
798.0,존재하다,동,存在-,C
3437.0,존중하다,동,尊重-,C
7913.0,졸다01,동,,B
10242.0,졸리다01,동,자고 싶다,C
2845.0,졸업,명,卒業,A
6307.0,졸업생,명,卒業生,B
2145.0,졸업하다,동,卒業-,A
10243.0,졸음01,명,,C
90.0,좀02,부,조금,A
1754.0,좁다01,형,,B
8210.0,좁히다01,동,,C
1810.0,종09,명,種,B
5279.0,종13,명,鐘,C
921.0,종교,명,宗敎,B
7619.0,종교적,명,宗敎的,C
,종로,고,鍾路,B
973.0,종류02,명,種類,B
5281.0,종소리,명,鐘-,C
2512.0,종업원,명,從業員,B
1423.0,종이01,명,,A
10245.0,종이컵,명,-cup,B
3499.0,종일01,명,終日,B
3887.0,종종04,부,種種. ~ 놀러 오세요,C
1266.0,종합,명,綜合,B
5052.0,종합하다,동,綜合-,C
45.0,좋다01,형,,A
8212.0,좋아,감,,C
3500.0,좋아지다,동,,B
438.0,좋아하다,동,,A
4464.0,좌석,명,座席,B
2748.0,좌우01,명,左右,C
1799.0,죄03,명,罪,C
2724.0,죄송하다,형,罪悚-,A
3948.0,죄인,명,罪人,C
2749.0,주03,관,主. ~ 고객,C
2585.0,주26,의,週,A
2183.0,주26,명,週,A
5552.0,주거02,명,住居,C
2698.0,주고받다,동,,C
7620.0,주관적,명,主觀的,C
4553.0,주년02,의,周年,C
23.0,주다01,보,,A
101.0,주다01,동,,A
641.0,주로01,부,主-,B
5973.0,주름01,명,,C
8546.0,주름살,명,,C
1933.0,주말02,명,週末,A
2348.0,주머니,명,,B
2699.0,주먹,명,,B
5816.0,주무시다,동,,B
10247.0,주문03,명,呪文,C
4467.0,주문04,명,注文,C
5408.0,주문하다01,동,注文-,B
507.0,주민,명,住民,C
3660.0,주방05,명,廚房,C
654.0,주변04,명,周邊,B
1765.0,주부03,명,主婦,B
5409.0,주사13,명,注射,B
4836.0,주소01,명,住所,A
5553.0,주스,명,juice,A
1835.0,주식03,명,株式,C
1489.0,주어지다,동,,C
1058.0,주요01,명,主要,B
4380.0,주요하다,형,主要-,C
743.0,주위02,명,周圍,B
3330.0,주의07,명,注意,C
3949.0,주의하다01,동,注意-,C
825.0,주인01,명,主人,A
1310.0,주인공,명,主人公,B
9340.0,주일03,의,週日,C
729.0,주장03,명,主張,C
503.0,주장하다01,동,主張-,B
3016.0,주저앉다,동,,C
9783.0,주전자,명,酒煎子,C
836.0,주제04,명,主題,B
14862.0,주차04,명,駐車,B
5143.0,주차장,명,駐車場,B
19443.0,주차하다01,동,駐車-,B
1478.0,주택,명,住宅,B
5144.0,주한02,명,駐韓,C
8218.0,죽03,부,줄을 ~ 긋다,C
4381.0,죽07,명,粥,B
231.0,죽다01,동,굶어 ~,A
6308.0,죽다01,보,심심해 ~,B
985.0,죽음01,명,,B
1215.0,죽이다01,동,굶겨 ~,B
1074.0,준비,명,準備,A
5554.0,준비되다,동,準備-,B
3950.0,준비물,명,準備物,B
1107.0,준비하다,동,準備-,A
1205.0,줄01,명,~로 감다,B
343.0,줄04,의,방법,B
5673.0,줄거리01,명,,C
3130.0,줄곧,부,,C
2325.0,줄기01,명,,B
2810.0,줄다,동,,B
8219.0,줄무늬,명,,B
1704.0,줄어들다,동,,C
896.0,줄이다,동,,B
2781.0,줍다01,동,,B
66.0,중04,의,中,B
1681.0,중간01,명,中間,B
5819.0,중계방송,명,中繼放送,C
,중국,고,中國,A
19454.0,중국어,명,中國語,A
11408.0,중국집,명,中國-,B
5145.0,중년01,명,中年,C
5674.0,중단04,명,中斷,C
5555.0,중단되다,동,中斷-,C
4554.0,중단하다,동,中斷-,C
4555.0,중대하다01,형,重大-,C
5820.0,중독01,명,中毒,C
2879.0,중반03,명,中盤,C
3051.0,중부03,명,中部,C
1823.0,중세02,명,中世,C
2048.0,중소기업,명,中小企業,C
5283.0,중순,명,中旬,C
36464.0,중식80,명,中食. 중국 음식,C
308.0,중심01,명,中心,B
4556.0,중심지,명,中心地,C
872.0,중앙01,명,中央,C
3839.0,중얼거리다,동,,C
5974.0,중요02,명,重要,B
2725.0,중요성,명,重要性,B
5556.0,중요시하다,동,重要視-,C
220.0,중요하다02,형,重要-,A
1996.0,중학교,명,中學校,A
5053.0,중학생,명,中學生,A
3250.0,쥐02,명,동물,B
1413.0,쥐다01,동,주먹을 ~,B
267.0,즉01,부,卽,B
7918.0,즉석,명,卽席,C
2611.0,즉시,명,卽時,B
3203.0,즐거움,명,,B
9345.0,즐거워하다,동,,B
1002.0,즐겁다,형,,A
687.0,즐기다01,동,,B
2513.0,증가01,명,增加,C
1441.0,증가하다01,동,增加-,C
2146.0,증거,명,證據,C
2014.0,증권01,명,證券,C
3017.0,증권사,명,證券社,C
3296.0,증명하다,동,證明-,C
2271.0,증상01,명,症狀,B
4021.0,증세01,명,症勢,B
688.0,지02,의,만난 ~ 오래되다,B
5284.0,지각04,명,知覺,C
3888.0,지갑03,명,紙匣,A
5411.0,지겹다,형,,C
2296.0,지경02,의,地境,C
2811.0,지구03,명,地區,B
773.0,지구04,명,地球,B
3778.0,지극히,부,至極-,C
195.0,지금03,부,只今,A
176.0,지금03,명,只今,A
6894.0,지금껏,부,只今-,C
5821.0,지급01,명,支給,C
3841.0,지급하다01,동,支給-,C
961.0,지나가다,동,,B
97.0,지나다,동,,B
4237.0,지나치다,동,,C
1059.0,지나치다,형,,B
4022.0,지난날,명,,C
1643.0,지난달,명,,A
3331.0,지난번,명,-番,B
7371.0,지난주,명,-週,A
523.0,지난해,명,,B
600.0,지내다01,동,,A
10254.0,지능,명,知能,C
477.0,지니다,동,,C
2751.0,지다02,동,해가 ~,B
3204.0,지다03,동,전쟁에 ~,B
5147.0,지다04,동,그늘이 ~,C
1776.0,지다05,동,등에 ~,B
1888.0,지대07,명,地帶,C
1901.0,지도03,명,地圖,A
2372.0,지도09,명,指導,C
1682.0,지도자,명,指導者,C
6137.0,지도하다,동,指導-,C
4161.0,지루하다01,형,,C
1644.0,지르다03,동,소리를 ~,B
6896.0,지름길,명,,C
,지리산,고,智異山,C
275.0,지방05,명,地方,B
7920.0,지방09,명,脂肪,C
1954.0,지배하다01,동,支配-,C
4102.0,지불하다01,동,支拂-,C
2478.0,지붕,명,,B
3605.0,지속되다,동,持續-,C
2586.0,지속적,명,持續的,C
2103.0,지시02,명,指示,C
2880.0,지시하다,동,指示-,C
822.0,지식02,명,知識,C
2373.0,지식인,명,知識人,C
162.0,지역03,명,地域,B
11421.0,지우개,명,,A
2812.0,지우다01,동,낙서를 ~,A
9788.0,지우다05,동,짐을 ~,C
8224.0,지워지다,동,,C
1032.0,지원02,명,支援,C
2479.0,지원하다01,동,支援-,C
1902.0,지위04,명,地位,C
8225.0,지저분하다,형,,C
6138.0,지적01,명,知的,C
1621.0,지적05,명,指摘,C
3297.0,지적되다,동,指摘-,C
976.0,지적하다,동,指摘-,C
5557.0,지점01,명,支店,C
3298.0,지점03,명,地點,B
2700.0,지지06,명,支持,C
6897.0,지진02,명,地震,C
3131.0,지출01,명,支出,C
2258.0,지치다01,동,일에 ~,B
1786.0,지켜보다,동,,C
381.0,지키다01,동,,B
8943.0,지폐,명,紙幣,C
1745.0,지하,명,地下,A
11424.0,지하도,명,地下道,B
1755.0,지하철,명,地下鐵,A
1934.0,지혜02,명,智慧,C
5285.0,직선01,명,直線,C
1578.0,직업,명,職業,B
1187.0,직원03,명,職員,B
1052.0,직장05,명,職場,B
7629.0,직장인,명,職場人,C
2978.0,직전02,명,直前,C
561.0,직접,부,直接,B
2942.0,직접,명,直接,B
2049.0,직접적,명,直接的,C
2015.0,직후,명,直後,C
4024.0,진급,명,進級,C
3205.0,진단02,명,診斷,C
5559.0,진단하다,동,診斷-,C
7378.0,진달래,명,,B
6689.0,진동03,명,振動,C
6139.0,진로02,명,進路,C
6489.0,진료,명,診療,C
1766.0,진리,명,眞理,C
2050.0,진실02,명,眞實,C
8945.0,진실로,부,眞實-,C
5822.0,진실하다,형,眞實-,C
7630.0,진심01,명,眞心,C
2374.0,진지하다,형,眞摯-,C
2480.0,진짜,명,眞-,B
1431.0,진짜,부,眞-,B
16173.0,진찰02,명,診察,C
2782.0,진출02,명,進出,B
3662.0,진출하다02,동,進出-,C
8226.0,진통01,명,陣痛,C
3018.0,진하다01,형,津-,B
2297.0,진행02,명,進行,C
1246.0,진행되다,동,進行-,B
6140.0,진행자,명,進行者,C
2587.0,진행하다,동,進行-,B
2667.0,질08,명,質,B
1144.0,질문,명,質問,A
7634.0,질문하다,동,質問-,A
3206.0,질병02,명,疾病,C
607.0,질서03,명,秩序,B
4942.0,질적,명,質的,C
2538.0,짐01,명,,B
5414.0,짐작,명,斟酌,C
2979.0,짐작하다,동,斟酌-,C
49.0,집01,명,,A
1756.0,집다01,동,,B
552.0,집단,명,集團,C
4736.0,집단적,명,集團的,C
1213.0,집안01,명,,B
4468.0,집안일,명,,C
3333.0,집어넣다,동,,C
2243.0,집중02,명,集中,B
3163.0,집중되다,동,集中-,C
4560.0,집중적,명,集中的,C
9354.0,집중하다02,동,集中-,C
1525.0,짓01,명,,B
247.0,짓다01,동,,B
2482.0,짙다02,형,,B
2944.0,짚다01,동,,C
3207.0,짜다01,동,관을 ~,C
5057.0,짜다02,동,빨래를 ~,C
9356.0,짜다03,형,음식이 ~,A
3663.0,짜증,명,,B
9357.0,짜증스럽다,형,,C
1622.0,짝01,명,~이 맞다,C
856.0,짧다,형,,A
7637.0,짧아지다,동,,B
10265.0,쩔쩔매다,동,,C
6142.0,쪽02,명,면,B
7383.0,쪽03,의,부분,C
233.0,쪽05,의,방향,A
5415.0,쫓겨나다,동,,C
3606.0,쫓기다,동,,C
3089.0,쫓다,동,,C
3607.0,쭉,부,,C
6693.0,찌개01,명,,A
5148.0,찌꺼기,명,,C
7638.0,찌다01,동,살이 ~,B
7385.0,찌다05,동,떡을 ~,C
2668.0,찌르다,동,,B
1188.0,찍다02,동,서류에 도장을 ~,A
4838.0,찍히다02,동,도장이 ~,C
5416.0,찢다,동,,C
4652.0,찢어지다,동,,C
962.0,차03,의,次,C
417.0,차06,명,車,A
3133.0,차08,명,差,C
3052.0,차09,명,茶,A
2067.0,차갑다,형,,B
7386.0,차남02,명,次男,B
994.0,차다01,동,가득 ~,C
2223.0,차다02,동,공을 ~,B
3890.0,차다03,동,시계를 ~,C
3716.0,차다04,형,날씨가 ~,B
1874.0,차라리,부,,C
2016.0,차량01,명,車輛,C
658.0,차례01,명,次例,B
1386.0,차리다,동,,B
3502.0,차림,명,,C
4383.0,차마,부,,C
2588.0,차별,명,差別,C
5679.0,차선03,명,車線,C
557.0,차이,명,差異,B
4738.0,차이점,명,差異點,C
7924.0,차차01,부,次次,C
5823.0,차창,명,車窓,C
3550.0,차츰,부,,C
4311.0,착각03,명,錯覺,C
5680.0,착각하다,동,錯覺-,C
1567.0,착하다,형,,B
4740.0,찬물01,명,,B
9800.0,찬성01,명,贊成,C
8229.0,찬성하다,동,贊成-,C
622.0,참01,부,참으로,A
1800.0,참01,감,이것 ~,B
5058.0,참03,의,집에 가던 ~에,C
4240.0,참가01,명,參加,C
2456.0,참가하다01,동,參加-,B
8561.0,참고하다,동,參考-,C
2813.0,참기름,명,,B
1053.0,참다,동,,B
4562.0,참되다,형,,C
1935.0,참새01,명,동물,C
8231.0,참석,명,參席,C
6901.0,참석자,명,參席者,C
1966.0,참석하다,동,參席-,B
1645.0,참여,명,參與,C
1225.0,참여하다,동,參與-,C
5288.0,참외01,명,식물,C
1623.0,참으로,부,,C
4384.0,참조02,명,參照,C
8562.0,찻잔,명,茶盞,B
4312.0,창09,명,窓,C
6495.0,창가01,명,窓-,C
3439.0,창고01,명,倉庫,B
6902.0,창구01,명,窓口,C
2033.0,창문,명,窓門,A
2483.0,창밖,명,窓-,B
3891.0,창작,명,創作,C
2783.0,창조03,명,創造,C
3164.0,창조적,명,創造的,C
3503.0,창조하다,동,創造-,C
6312.0,창피하다,형,猖披-,C
191.0,찾다,동,,A
1424.0,찾아가다,동,,B
2326.0,찾아내다,동,,B
6143.0,찾아다니다,동,,C
1112.0,찾아보다,동,,B
1023.0,찾아오다,동,,B
5059.0,채08,의,집 한 ~,C
279.0,채09,의,옷을 입은 ~로,C
3440.0,채10,부,말이 ~ 끝나기도 전에,C
5417.0,채널,명,channel,B
3053.0,채소,명,菜蔬,B
1777.0,채우다03,동,자리를 ~,B
7387.0,채점,명,採點,C
215.0,책01,명,冊,A
7640.0,책가방,명,冊-,B
10808.0,책방01,명,冊房,B
1653.0,책상01,명,冊床,A
758.0,책임,명,責任,B
6144.0,책임감,명,責任感,C
2669.0,책임자,명,責任者,B
3441.0,책임지다,동,,C
5978.0,챔피언,명,champion,B
1495.0,챙기다,동,,B
2561.0,처녀,명,處女,C
1174.0,처리02,명,處理,C
2847.0,처벌,명,處罰,C
184.0,처음,명,,A
2119.0,처지,명,處地,C
4944.0,척01,의,못 이기는 ~,C
4162.0,척08,의,隻,C
3377.0,척하다01,보,,C
3952.0,천01,명,실로 짠 물건,C
24937.0,천03,수,千,A
3090.0,천03,관,千,A
7643.0,천국01,명,天國,C
12913.0,천둥,명,,C
3166.0,천장02,명,天障,C
9364.0,천재03,명,天才,C
1683.0,천천히,부,,A
4945.0,철01,명,계절,B
10273.0,철02,명,~이 들다,C
4841.0,철06,명,鐵,C
4741.0,철도,명,鐵道,C
2068.0,철저하다,형,徹底-,C
3299.0,철저히,부,徹底-,C
1584.0,철학,명,哲學,C
4653.0,철학자,명,哲學者,C
8568.0,철학적,명,哲學的,C
670.0,첫,관,,B
3664.0,첫날,명,,B
4386.0,첫째,관,,A
1728.0,첫째,수,,A
2259.0,청년,명,靑年,B
10274.0,청바지,명,靑-,A
2484.0,청소06,명,淸掃,A
19549.0,청소기80,명,淸掃機,B
1108.0,청소년,명,靑少年,B
4946.0,청소하다03,동,淸掃-,A
3442.0,청춘01,명,靑春,C
3779.0,청하다,동,請-,C
4469.0,체계적,명,體系的,C
3208.0,체력,명,體力,C
6146.0,체온,명,體溫,C
1396.0,체육,명,體育,B
14922.0,체육관,명,體育館,C
1981.0,체조02,명,體操,C
4241.0,체중01,명,體重,B
5291.0,체하다01,보,,C
1350.0,체험,명,體驗,C
5292.0,체험하다,동,體驗-,C
1206.0,쳐다보다,동,,B
1181.0,초03,의,初,B
2034.0,초07,의,秒,B
1017.0,초기04,명,初期,C
8572.0,초대04,명,初代,C
7129.0,초대06,명,招待,A
5293.0,초대하다02,동,招待-,A
9369.0,초등학교,명,初等學校,A
55056.0,초등학생,명,初等學生,C
16217.0,초록색,명,草綠色,B
3443.0,초반01,명,初盤,C
6147.0,초밥,명,醋-,B
9370.0,초보01,명,初步,B
9811.0,초보자,명,初步者,B
5684.0,초상화,명,肖像畵,C
12141.0,초순01,명,初旬,C
9371.0,초여름,명,初-,C
3019.0,초원04,명,草原,C
9372.0,초저녁,명,初-,C
2147.0,초점03,명,焦點,C
6498.0,초조하다,형,焦燥-,C
4563.0,초청01,명,招請,C
9812.0,초청장,명,招請狀,B
5826.0,초청하다,동,招請-,C
8235.0,초콜릿,명,chocolate,A
9813.0,촌스럽다,형,村-,C
8952.0,촛불,명,,C
5294.0,총03,명,銃,C
2670.0,총06,관,總,C
4742.0,총각01,명,總角,C
2946.0,총리01,명,總理,C
1801.0,총장01,명,總長,B
2120.0,촬영,명,撮影,B
587.0,최고02,명,最高,B
8238.0,최고급,명,最高級,C
278.0,최근,명,最近,B
1468.0,최대,명,最大,B
3251.0,최대한,명,最大限,C
8239.0,최상02,명,最上,C
2612.0,최선02,명,最善,B
14932.0,최소01,명,最小,C
2168.0,최소한,명,最小限,B
5981.0,최신,명,最新,C
8240.0,최악,명,最惡,C
6907.0,최저01,명,最低,C
3020.0,최종,명,最終,C
1175.0,최초,명,最初,B
5061.0,최후,명,最後,C
3091.0,추가02,명,追加,C
10280.0,추가되다,동,追加-,C
10822.0,추가하다,동,追加-,C
2426.0,추다02,동,춤을 ~,A
4242.0,추석01,명,秋夕,C
2752.0,추억,명,追憶,B
3504.0,추위01,명,,B
2224.0,추진02,명,推進,C
1403.0,추진하다02,동,推進-,C
6707.0,추천03,명,推薦,C
8579.0,추천하다02,동,推薦-,C
7930.0,추측,명,推測,C
1317.0,축구04,명,蹴球,A
16227.0,축구공,명,蹴球-,B
21959.0,축구장,명,蹴球場,C
3892.0,축소02,명,縮小,C
2562.0,축제01,명,祝祭,B
5982.0,축하,명,祝賀,B
4656.0,축하하다,동,祝賀-,A
6149.0,출구01,명,出口,B
8242.0,출국,명,出國,C
4470.0,출근,명,出勤,B
5420.0,출근하다,동,出勤-,B
2881.0,출발,명,出發,B
5827.0,출발점,명,出發點,C
1982.0,출발하다,동,出發-,A
2017.0,출산02,명,出産,C
29478.0,출석하다,동,出席-,C
1091.0,출신,명,出身,C
2514.0,출연02,명,出演,C
2272.0,출연하다02,동,出演-,B
3955.0,출입,명,出入,B
17710.0,출입국,명,出入國,C
6150.0,출입문,명,出入門,B
5686.0,출장01,명,出張,B
8956.0,출퇴근,명,出退勤,C
5828.0,출판02,명,出版,C
4564.0,출판사,명,出版社,C
5829.0,출현하다,동,出現-,C
1458.0,춤01,명,,A
5154.0,춤추다,동,,A
1654.0,춥다,형,,A
1595.0,충격02,명,衝擊,B
4947.0,충격적,명,衝擊的,C
7933.0,충고,명,忠告,C
4243.0,충돌,명,衝突,C
9377.0,충돌하다,동,衝突-,C
1624.0,충분하다01,형,充分-,B
1207.0,충분히,부,充分-,B
,충청도,고,忠淸道,B
2671.0,취미04,명,趣味,A
5983.0,취소01,명,取消,B
5421.0,취소하다01,동,取消-,B
5422.0,취업,명,就業,C
5062.0,취재02,명,取材,C
4844.0,취직,명,就職,B
1113.0,취하다01,동,取-,B
2225.0,취하다03,동,醉-,B
3893.0,취향01,명,趣向,C
922.0,층02,명,層,A
8960.0,치과,명,齒科,B
7133.0,치다01,동,폭풍우가 ~,C
366.0,치다02,동,얼굴을 ~,A
5063.0,치다05,동,그물을 ~,C
2375.0,치다10,동,셈을 맞추다,C
1542.0,치료,명,治療,B
10286.0,치료법,명,治療法,C
3718.0,치료하다,동,治療-,B
1372.0,치르다,동,,C
2457.0,치마01,명,,A
4948.0,치아02,명,齒牙,C
7649.0,치약,명,齒藥,A
3134.0,치우다01,동,,B
10287.0,치우다01,보,,C
2035.0,치즈,명,cheese,B
147.0,친구02,명,親舊,A
6318.0,친절,명,親切,B
3894.0,친절하다,형,親切-,A
4313.0,친정04,명,親庭,C
2458.0,친척,명,親戚,B
3209.0,친하다,형,親-,B
8246.0,친해지다,동,親-,C
14947.0,칠01,수,七,A
19607.0,칠십,수,七十,A
1404.0,칠월,명,七月,A
10833.0,칠판,명,漆板,A
5423.0,칠하다,동,漆-,C
3056.0,침01,명,~을 뱉다,C
1670.0,침대02,명,寢臺,A
2486.0,침묵,명,沈默,C
6319.0,침실,명,寢室,B
7397.0,침착하다02,형,沈着-,C
8589.0,칫솔,명,齒-,A
2947.0,칭찬,명,稱讚,B
5295.0,칭찬하다,동,稱讚-,C
2184.0,카드,명,card,A
9816.0,카레,명,curry,B
2298.0,카메라,명,camera,A
3895.0,카운터01,명,계산대,B
2848.0,카페,명,&프cafe,B
3719.0,칸01,명,,C
2273.0,칼01,명,베는 도구,A
14950.0,칼국수,명,,C
7398.0,캄캄하다,형,,C
,캐나다,고,Canada,A
5985.0,캐릭터,명,character,C
7134.0,캠퍼스,명,campus,B
4747.0,캠페인,명,campaign,C
886.0,커다랗다,형,,B
1510.0,커지다,동,,B
5987.0,커튼,명,curtain,B
383.0,커피,명,coffee,A
9817.0,컨디션,명,condition,C
4658.0,컬러01,명,color,C
282.0,컴퓨터,명,computer,A
1414.0,컵,명,cup,A
37160.0,케첩,명,ketchup,C
2427.0,켜다01,동,성냥을 ~,A
4314.0,켜지다,동,,B
1335.0,코01,명,,A
8248.0,코끝,명,,C
10292.0,코끼리,명,,B
2428.0,코너,명,corner,B
2244.0,코드02,명,code,C
6915.0,코미디,명,comedy,C
3300.0,코스,명,course,C
9819.0,코스모스01,명,cosmos,C
5296.0,코치,명,coach,C
9380.0,코트03,명,court,C
7939.0,코피01,명,,B
10293.0,콘서트,명,concert,B
5567.0,콜라,명,cola,A
2849.0,콤플렉스,명,complex,B
2226.0,콩01,명,,B
4027.0,콩나물,명,,B
3956.0,쾌감,명,快感,C
5687.0,쿠데타,명,,C
1054.0,크기,명,,B
39.0,크다01,형,,A
2726.0,크다01,동,,A
10839.0,크리스마스,명,Christmas,A
4471.0,크림,명,cream,C
8591.0,큰길,명,,B
16252.0,큰딸,명,,C
10294.0,큰소리01,명,,B
10295.0,큰아들,명,,C
14960.0,큰아버지,명,,C
29578.0,큰어머니,명,,C
2245.0,큰일01,명,중대한 일,B
7651.0,큰절01,명,,C
17752.0,클래식,명,classic,C
5830.0,클럽,명,club,C
1124.0,키01,명,신장,A
5831.0,키스,명,kiss,C
980.0,키우다,동,,B
9823.0,킬로,의,kilo,B
2784.0,킬로그램,의,kilogram,B
1997.0,킬로미터,의,kilometer,B
4388.0,타고나다,동,,C
2121.0,타다01,동,장작이 ~,C
260.0,타다02,동,버스에 ~,A
6500.0,타다03,동,물에 ~,C
5568.0,타다04,동,월급을 ~,C
4846.0,타락02,명,墮落,C
5424.0,타오르다,동,,C
4315.0,타입02,명,type,C
7401.0,타자기,명,打字機,C
5425.0,탁01,부,,C
10840.0,탁구,명,卓球,C
4472.0,탁월하다,형,卓越-,C
4566.0,탁자01,명,卓子,C
3957.0,탄생,명,誕生,C
3897.0,탄생하다,동,誕生-,C
5833.0,탈출하다02,동,脫出-,C
2613.0,탑02,명,塔,B
1226.0,탓,명,,C
6321.0,태권도,명,跆拳道,A
741.0,태도03,명,態度,B
2069.0,태아02,명,胎兒,C
1767.0,태양02,명,太陽,B
684.0,태어나다,동,,A
2910.0,태우다01,동,쓰레기를 ~,B
4389.0,태우다02,동,차에 ~,B
4748.0,태풍,명,颱風,B
1824.0,택시,명,taxi,A
2981.0,택하다,동,擇-,C
2727.0,탤런트,명,talent,B
2982.0,터01,명,,C
364.0,터02,의,,B
7136.0,터널,명,tunnel,B
2563.0,터뜨리다,동,,B
8250.0,터미널,명,terminal,B
1101.0,터지다,동,,C
3252.0,턱01,명,신체의 일부,B
7943.0,턱04,의,알 ~이 없다,C
3057.0,털,명,,B
2701.0,털다,동,,B
4473.0,텅01,부,~ 비다,C
5157.0,테니스,명,tennis,A
5064.0,테러,명,terror,C
8964.0,테스트,명,test,B
2639.0,테이블,명,table,A
3093.0,테이프,명,tape,B
2487.0,텍스트,명,text,C
940.0,텔레비전,명,television,A
4567.0,토끼,명,,B
1967.0,토대,명,土臺,C
1912.0,토론01,명,討論,B
9825.0,토론자,명,討論者,C
6324.0,토론하다,동,討論-,C
5065.0,토론회,명,討論會,C
3505.0,토마토,명,tomato,B
2327.0,토요일,명,土曜日,A
4474.0,토하다,동,吐-,C
1286.0,톤01,의,ton,B
2814.0,통10,명,桶,B
7138.0,통12,의,通,B
3334.0,통계04,명,統計,C
6152.0,통과,명,通過,C
3666.0,통과하다,동,通過-,C
4244.0,통로,명,通路,C
904.0,통신01,명,通信,B
8967.0,통역,명,通譯,C
645.0,통일02,명,統一,B
5298.0,통일하다,동,統一-,C
3611.0,통장02,명,通帳,B
2205.0,통제02,명,統制,C
2299.0,통증,명,痛症,C
78.0,통하다,동,通-,B
1825.0,통합,명,統合,C
4847.0,통화03,명,通貨,C
4659.0,통화04,명,通話,C
5690.0,퇴근,명,退勤,B
8968.0,퇴근하다,동,退勤-,B
12961.0,퇴원01,명,退院,C
12175.0,퇴원하다,동,退院-,C
7139.0,퇴직금,명,退職金,C
3667.0,투명하다02,형,透明-,C
1030.0,투자02,명,投資,C
3553.0,투표01,명,投票,C
6918.0,튀기다01,동,물방울을 ~,C
11478.0,튀김01,명,,C
3958.0,튀다,동,,C
4028.0,튀어나오다,동,,C
3446.0,트럭,명,truck,C
2640.0,트이다,동,,C
10311.0,특급02,명,特級,C
1145.0,특별,명,特別,B
1693.0,특별하다,형,特別-,B
2728.0,특별히,부,特別-,B
1102.0,특성01,명,特性,C
2815.0,특수02,명,特殊,C
5691.0,특수성,명,特殊性,C
4661.0,특이하다,형,特異-,C
2459.0,특정하다,형,特定-,C
829.0,특징,명,特徵,B
192.0,특히,부,特-,B
2948.0,튼튼하다,형,,B
9829.0,튼튼히,부,,C
1405.0,틀01,명,,C
2122.0,틀다,동,,B
1837.0,틀리다01,동,답이 ~,B
1768.0,틀림없다,형,,B
4848.0,틀림없이,부,,C
1955.0,틈01,명,,C
971.0,티브이,명,TV,A
9830.0,티셔츠,명,T-shirts,B
664.0,팀01,명,team,A
3447.0,파01,명,식물,B
3554.0,파괴하다,동,破壞-,C
3168.0,파다01,동,,C
1998.0,파도,명,波濤,B
12965.0,파란색,명,-色,A
3506.0,파랗다,형,,B
,파리,고,Paris,B
5158.0,파리01,명,,B
941.0,파악하다,동,把握-,C
3335.0,파일03,명,file,B
4107.0,파출소,명,派出所,C
4849.0,파티,명,party,A
4950.0,판01,명,~이 벌어지다,C
3336.0,판01,의,마지막 ~,C
4108.0,판08,명,板,C
5426.0,판10,명,版,C
1526.0,판결,명,判決,C
1146.0,판단,명,判斷,B
1890.0,판단하다,동,判斷-,C
1280.0,판매,명,販賣,B
8598.0,판매되다,동,販賣-,C
